reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,method_source_status,screened_credit
161,RESERVE_ALL,P0049,RG65AD6185EC84DA30,CWC4916390383E1FB37D3D,Q-VGM: Q-Guided Value-Gradient Matching for Flow-Matching VLA Policies,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWC4916390383E1FB37D3D,sources/P0049.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
162,RESERVE_ALL,P0065,RG84D8EFD7A0AD44CB,CW1B8BEEC69397A293C871,Class-Incremental Learning Using Generative Experience Replay Based on Time-aware Regularization,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW1B8BEEC69397A293C871,sources/P0065.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
163,RESERVE_ALL,P0212,RGE7014358FFBBD881,CWD1941BFD54C89947BA64,"Differential Privacy, Linguistic Fairness, and Training Data Influence: Impossibility and Possibility Theorems for Multilingual Language Models",NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWD1941BFD54C89947BA64,sources/P0212.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
164,RESERVE_ALL,P0366,RG58E5DAFC741F617B,CW75FBA4F03F8EE6FDD8B7,Unsupervised feature selection via self-paced learning and low-redundant regularization,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ4;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW75FBA4F03F8EE6FDD8B7,sources/P0366.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
165,RESERVE_ALL,P0342,RG65D03E0A7A3EE26B,CW627E4A210BF9A758BDFD,Distributed Self-Paced Learning in Alternating Direction Method of Multipliers,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ2;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW627E4A210BF9A758BDFD,sources/P0342.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
166,RESERVE_ALL,P0237,RG15F255E1789E8F42,CWD7C36A2D2643C7DC03C2,Automatic Curriculum Learning With Over-repetition Penalty for Dialogue Policy Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ4;RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWD7C36A2D2643C7DC03C2,sources/P0237.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
167,RESERVE_ALL,P0103,RGB945DB92AE69F138,CW24553B89F6F804A431F8,Machine Learning for Security and Beyond: From Threat Detection to Coreset Selection for Efficient Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW24553B89F6F804A431F8,sources/P0103.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
168,RESERVE_ALL,P0367,RGB5E753B4899722C0,CW8065425CC83FB165C0D8,Local and Regional Hour-Ahead Forecasts of Solar Irradiance with Training Data Selection and Support Vector Regression,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW8065425CC83FB165C0D8,sources/P0367.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
169,RESERVE_ALL,P0300,RG0EE43BA499BFED1E,CWB99375F7806D4455F259,Continual Learning Strategy in One-Stage Object Detection Framework Based on Experience Replay for Autonomous Driving Vehicle,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWB99375F7806D4455F259,sources/P0300.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
170,RESERVE_ALL,P0352,RG34C6CC05281DE49C,CW0A343E50A487DC7926DA,Off-Policy Actor-Critic with Shared Experience Replay,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW0A343E50A487DC7926DA,sources/P0352.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
171,RESERVE_ALL,P0028,RGB26515D8310D6DE9,CWDA1A0343803A3FDB683B,Improving Experience Replay through Modeling of Similar Transitions'\n Sets,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDA1A0343803A3FDB683B,sources/P0028.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
172,RESERVE_ALL,P0217,RG4BC68712C4D3BDB2,CWF31DA0193CA489B653DE,Efficient Contrastive Learning via Novel Data Augmentation and Curriculum Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWF31DA0193CA489B653DE,sources/P0217.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
173,RESERVE_ALL,P0231,RGF70427495E676CA1,CWEDCD4F418D7BD7225B23,radarODE-MTL: A Multi-Task Learning Framework with Eccentric Gradient Alignment for Robust Radar-Based ECG Reconstruction,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWEDCD4F418D7BD7225B23,sources/P0231.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
174,RESERVE_ALL,P0113,RGE09D45EB4AD907E5,CW29EC36C82292406AAFE9,A Small Database with an Adaptive Data Selection Method for Solder Joint Fatigue Life Prediction in Advanced Packaging,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW29EC36C82292406AAFE9,sources/P0113.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
175,RESERVE_ALL,P0262,RGC7726D59327313D0,CWB53FC919873D7980EADA,IDER: IDempotent Experience Replay for Reliable Continual Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ4;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWB53FC919873D7980EADA,sources/P0262.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
176,RESERVE_ALL,P0385,RGDA7D0C9BC2C441E7,CWA70D77D1C26E618FB349,Goal-guided greedy experience replay-enhanced reinforcement learning for efficient autonomous navigation,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA70D77D1C26E618FB349,sources/P0385.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
177,RESERVE_ALL,P0396,RGA8230001EA1BFD9B,CWBCD2773AD52C361EFAD8,A Clustering-based Sample Selection Method for Improving Replay Buffer Quality in Continual Self-Supervised Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWBCD2773AD52C361EFAD8,sources/P0396.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
178,RESERVE_ALL,P0207,RGFBDF282AB125F492,CW9C45C81E3D8F4D33F3EF,Incorporate Online Hard Example Mining and Multi-Part Combination Into Automatic Safety Helmet Wearing Detection,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW9C45C81E3D8F4D33F3EF,sources/P0207.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
179,RESERVE_ALL,P0134,RG4D38CC749A32D54A,CWFA3C3A1B0A4BBAEB1626,Dataset Condensation with Gradient Matching,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ3;RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWFA3C3A1B0A4BBAEB1626,sources/P0134.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
180,RESERVE_ALL,P0403,RG34CF0A02444D4F19,CW774DB61D175B4AFDA492,A Label is Worth A Thousand Images in Dataset Distillation,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ4;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW774DB61D175B4AFDA492,sources/P0403.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
181,RESERVE_ALL,P0316,RG498032B5B2C37843,CWDE3B60FBD175A7C3BE26,DERLight: A Deep Reinforcement Learning Traffic Light Control Algorithm with Dual Experience Replay,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDE3B60FBD175A7C3BE26,sources/P0316.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
182,RESERVE_ALL,P0420,RGF3B1B6A2663F483C,CWFDE25B66BF88D724B447,OER: Offline Experience Replay for Continual Offline Reinforcement Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWFDE25B66BF88D724B447,sources/P0420.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
183,RESERVE_ALL,P0030,RGEDBFDCB83BE7DF60,CW17627D5DEC803121D121,GAC: Stabilizing Asynchronous RL Training for LLMs via Gradient Alignment Control,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW17627D5DEC803121D121,sources/P0030.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
184,RESERVE_ALL,P0216,RG429D68E7934FB7FC,CW0B82DAA9A5838129A858,Improved Transferability of Data‐Driven Damage Models Through Sample Selection Bias Correction,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW0B82DAA9A5838129A858,sources/P0216.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
185,RESERVE_ALL,P0157,RGB3DE315F6F039590,CW575C9DCC49B8B1FF5D99,A Class Imbalance Loss for Imbalanced Object Recognition,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ4,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW575C9DCC49B8B1FF5D99,sources/P0157.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
186,RESERVE_ALL,P0194,RGEF98D28A73D260A7,CW0B498521DF8BCFE1C4AE,Implicit Gradient Alignment in Distributed and Federated Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW0B498521DF8BCFE1C4AE,sources/P0194.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
187,RESERVE_ALL,P0298,RG98F74FBF27ABBB9C,CW61BEE181E836F0BD6EEE,RNMFMDA: A Microbe-Disease Association Identification Method Based on Reliable Negative Sample Selection and Logistic Matrix Factorization With Neighborhood Regularization,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW61BEE181E836F0BD6EEE,sources/P0298.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
188,RESERVE_ALL,P0320,RG105EED7CBC5A1919,CW5695D5482C4D222263CF,Training Deep Neural Networks on Noisy Labels with Bootstrapping,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ2;RQ4;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5695D5482C4D222263CF,sources/P0320.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
189,RESERVE_ALL,P0112,RGE8E679B955D67482,CW7FCE7FCFEB2CD9638468,Strong Coresets for Hard and Soft Bregman Clustering with Applications to Exponential Family Mixtures,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW7FCE7FCFEB2CD9638468,sources/P0112.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
190,RESERVE_ALL,P0268,RG25D68D75CB87D4EF,CW7BA0280D5E5E57E38F18,Effects of Label Noise on Deep Learning-Based Skin Cancer Classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW7BA0280D5E5E57E38F18,sources/P0268.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
191,RESERVE_ALL,P0272,RG43406DE359275D23,CW5BA6E7FEE26650EF1378,Personalized Federated Learning for Gradient Alignment,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ3;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5BA6E7FEE26650EF1378,sources/P0272.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
192,RESERVE_ALL,P0274,RGBCC9AA81D9118392,CW0CF5A2EA3AF45872A7A7,Using Hindsight to Anchor Past Knowledge in Continual Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ5;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW0CF5A2EA3AF45872A7A7,sources/P0274.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
193,RESERVE_ALL,P0074,RG4D60DF0552DE16ED,CW872A55A226742280B798,Mitigating Catastrophic Forgetting in Robotic Waste Sorting: A Continual Learning Framework with Dynamic Experience Replay,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW872A55A226742280B798,sources/P0074.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
194,RESERVE_ALL,P0400,RG44C441DEA215467A,CW813A7278E41D801013F6,Non-Intrusive Load Monitoring of Household Devices Using a Hybrid Deep Learning Model through Convex Hull-Based Data Selection,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW813A7278E41D801013F6,sources/P0400.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
195,RESERVE_ALL,P0024,RGBA267DBAAD82DE70,CWA7226C5E3318EE7ED94B,Toward improving global rice yield reference dataset compilation through machine learning: Insights from training data selection and random forest analysis,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA7226C5E3318EE7ED94B,sources/P0024.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
196,RESERVE_ALL,P0029,RG2343DBE30FFB1916,CWA93DE7A135ED2B908EDA,FedNoiL: A Simple Two-Level Sampling Method for Federated Learning with Noisy Labels,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA93DE7A135ED2B908EDA,sources/P0029.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
197,RESERVE_ALL,P0314,RG8155E24C41132F1F,CWEF0959C76598B4003982,Privacy-Preserving Constrained Domain Generalization via Gradient Alignment,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWEF0959C76598B4003982,sources/P0314.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
198,RESERVE_ALL,P0334,RG55BEB192738D5B1F,CW5B6CFD2BDD85D2F69D88,Evolutionary Multiobjective Change Detection via Self-paced Learning and Fuzzy Clustering,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ4;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5B6CFD2BDD85D2F69D88,sources/P0334.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
199,RESERVE_ALL,P0122,RG473932B5D1D3CC83,CW2E166E43FD82F5892CC8,Inter-domain curriculum learning for domain generalization,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW2E166E43FD82F5892CC8,sources/P0122.html,HTML,FULL_TEXT_DISCOVERY_REQUIRED,NOT_ASSESSED_AT_BROAD_LEVEL
200,RESERVE_ALL,P0140,RGD417D01CE3FE04C5,CWF86C727CE62F983B50E6,Understanding Edge-of-Stability Training Dynamics with a Minimalist Example,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ7;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWF86C727CE62F983B50E6,sources/P0140.pdf,PDF,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
