reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_status,screened_credit
143,PRIMARY,P0479,RG0BFC640E71C90A19,CWD8CAD25B026147B91B1E,RS-Prune: Training-Free Data Pruning at High Ratios for Efficient Remote Sensing Diffusion Foundation Models,RQ4,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,72DE927F25529B6389921BF16A4473487AAE5B31C222DB1095D278CFC4F494C7,sources/P0479.pdf,PDF,C9E13CFCF5182458EA84E151355ECC908CDC1F93A58745A0411AB639AE566517,1472275,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
144,PRIMARY,P0237,RG15F255E1789E8F42,CWD7C36A2D2643C7DC03C2,Automatic Curriculum Learning With Over-repetition Penalty for Dialogue Policy Learning,RQ4,RQ1;RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,74A66CEEBBF131F45D55E467D042EC749A0FB6A6C92DFC06EF5987511D6E9E46,sources/P0237.pdf,PDF,4B002853B370D021903155B20BC7B9FA5D7F34987B6C5C23395378933DAE8A3B,3555841,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
145,PRIMARY,P0108,RG1C4E771B353938DC,CW744494A4C6561B0EA436,Task-moment mismatch: diagnosing failures of coverage-based methods on heavy-tailed distributions in coreset selection,RQ5,RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,76DEEB8337BC948E0ABE1096FB8EA535EC8CE819D12E1DA1D7A6811F050B1F4F,sources/P0108.pdf,PDF,D99AA7337D07480C6294658D71197CCDBA2AF88E18425DA4AB7A221586C7E60B,1170213,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
146,PRIMARY,P0201,RG03F173486CBE53AB,CW7DE4984941ED2369A5DC,Probabilistic Bilevel Coreset Selection,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7701C02F24DD81A42DBBF8693D9523B7503128EC6AE24BB0DA5A8E3D8F8B9B54,sources/P0201.pdf,PDF,3A5E9772891A0620A7FD7A331849016ED910AA556D4FE81E90E4B293589081E3,1931798,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
147,PRIMARY,P0410,RGC4D3505277C91A36,CWD7EE8BC0E6D82AFF3938,Combating noisy labels by agreement: A joint training method with co-regularization,RQ4,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,77329722F4A29121C7C564826244150C34A185719FF52B10928734E079CF8DCD,sources/P0410.pdf,PDF,42C292218BE97252C7F4748B9E6B9D537FBC370DF21E1070E5C0065C5FCBEF3A,1534645,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
148,PRIMARY,P0386,RGF0542944FBCBA891,CWDCA4D38E93471839A35C,Selective Prediction via Training Dynamics,RQ4,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,7A13762C3A07BF0601AF58EFC1BE7660DDA55ACFC08025BA3BA039FFE152CB95,sources/P0386.pdf,PDF,DE70203666086A9125979D1C6F6A49A04D926B348E4C8EF5537BAA1A5B2441C8,4288409,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
149,PRIMARY,P0104,RGC463CD9E7E3A1BDA,CWE3F3D7C6280967A42BBC,A Traffic Signal Recognition Algorithm Based on Self-paced Learning and Deep Learning,RQ6,RQ1;RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7A15C28CEB48341BAC583C6D038E7F0F2D11C994C57CEDD11D8F34537339C939,sources/P0104.pdf,PDF,0F92586CE0CEE142E2C535C56BC116C3537F7F760AEA006A984891C6DF0C0872,1221521,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
150,PRIMARY,P0233,RG85BA219CE2F60FA9,CW1014EDD895705BA5032C,FUSION: Dataset Pruning via Fusing Uncertainty with Structural Information for Optimal Neural Training in Crystal Property Prediction,RQ5,RQ2;RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7A5F774CE69BCE0648B1D9B006F745860E805BDF9A80A2CA00F9917046F2B93A,sources/P0233.pdf,PDF,754F406A19A015F0A02CFCF61F7A82CC5B7C4918C6920D9482D2CF3889077F4A,713265,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
151,PRIMARY,P0326,RG5F3B62D163E93BD6,CWADC1504912AF89AD22FB,Few-Medoids: An Embarrassingly Simple Coreset Selection Method for Few-Shot Knowledge Distillation,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7B040E94BCE381034776D56AC20863B0CC8C9060A96C40C6A6B174B3549700AF,sources/P0326.pdf,PDF,6E7A077E22EF22675B4CDFD5E4E34599C2F670232BFE1CC747B8024E70986966,308625,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
152,PRIMARY,P0468,RG7E677DD0FC313E33,CW3051860F57361E503689,Unsupervised Fine-Tuning Data Selection for ASR Using Self-Supervised Speech Models,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7C00A229B675CB60BBCF907F6439078ED6BEDE803015DE834C26C46FB0886EB5,sources/P0468.pdf,PDF,DF366FADF2AF9E6D0462C6F2B83BBE6F9257219F8A453107FF2728DA78851B3C,390899,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
153,PRIMARY,P0430,RG7847EF6B0844A898,CW7BC5469D2AFD3B8FFCFA,Training data selection for event classification in a highly variable environment,RQ7,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7C0ED4BEFFA3E4DEE09BA0E48D4913F417E9AAC06AACF50B0EFDA4382AEB79F0,sources/P0430.pdf,PDF,D9EDC16FF6FC88EBA9EBA97BDE2C3D33B9FB74F532966443EB80F1C2DAA015A6,1703068,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
154,PRIMARY,P0251,RGEB6999CC457C81BD,CWD8C730CC7690733C6FB8,Dynamically Composing Domain-Data Selection with Clean-Data Selection by “Co-Curricular Learning” for Neural Machine Translation,RQ4,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7CBEE4B3F3927B12657A969F79F0B8E32F8BCD00E7B5CC14B7795773034A7E31,sources/P0251.pdf,PDF,DDEEBA48276D027A0726894BD2F75A528213C24A0BB124D82F46B8265E43829A,461892,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
155,PRIMARY,P0124,RG0E4A6EDAE8FA4E36,CWC821D8A8D4ED47BC4893,Learning to Detect Noisy Labels Using Model-Based Features,RQ4,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7CDD2C132905DC1E951AD53680D97D124F67ACC55A8704EC363C6B37F82AE164,sources/P0124.pdf,PDF,10CA24583D534554EBAD332BEEE222EED0DA9CCDE886FDCA0983A3AF64F1DEF8,991011,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
156,PRIMARY,P0367,RGB5E753B4899722C0,CW8065425CC83FB165C0D8,Local and Regional Hour-Ahead Forecasts of Solar Irradiance with Training Data Selection and Support Vector Regression,RQ7,RQ1;RQ5,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,7CEB5E162D621D0BB0B6686693BA7177DE9C35B36CBD5416DB081DC0E0DAD99E,sources/P0367.pdf,PDF,1B786C9F2CF54359A8A5DCF86D02CEEB7FB5EF2E70DFB0A58D0FF819582F8828,2348147,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
157,PRIMARY,P0349,RG040AD85AE4D12CBA,CW22961787DA756DBB228F,Data Selection for Language Models via Importance Resampling,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,7DF63CCC52A9E9EAB461499E8598D939C03A5C5135839CBC207E68AAA50D47E5,sources/P0349.pdf,PDF,3826EC3EED198449C48843A615505CC0763B1C664E96239C714D61F017B8D6DC,1118931,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
158,PRIMARY,P0414,RG0AB16F1091A59FC7,CWB1960629C316A8721BE4,A Bayesian Information-Theoretic Approach to Data Attribution,RQ5,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,7E06AFB45F56CB0D52A03FDC4E754ED04D5CBBD5D0C07BCA13396E2AE233CC78,sources/P0414.pdf,PDF,AB6166432CA20E07D5BFDF69B9B70A9B4ACB91A916DB3D35185FEBAF45BB523A,1717287,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
159,PRIMARY,P0352,RG34C6CC05281DE49C,CW0A343E50A487DC7926DA,Off-Policy Actor-Critic with Shared Experience Replay,RQ6,RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,GLOBAL_FILL,7F2CE2578EE1D24CAB0F16C69EAA9BC56EF798C092BF67335D0A978901E48F3E,sources/P0352.pdf,PDF,B572A031E13EB12E7EA5F606E758739457CD422F2D6B6EF414C2DF549A97D2F6,1024976,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
160,PRIMARY,P0080,RG2F0742156016D629,CW360D90A1EFF5ED108883,Training Dynamics for Curriculum Learning: A Study on Monolingual and Cross-lingual NLU,RQ6,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,80C076AE5886DCEF31797CA7DD18850A78C24EDE90C0230B3AA610DEFD886861,sources/P0080.pdf,PDF,4A1CE5FA88C9CF3AC9E6D2B55E7B788B9647A249CAEB2A5BC784C60816845EE6,2861456,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
161,PRIMARY,P0435,RG7FDC422C9E0B1DC7,CW3A6D4FCE6E30B05C1F5E,Prune to Protect: Faster Training and Enhanced Privacy by Dynamic Data Pruning,RQ8,RQ1;RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,8141F3E0624E800A95551A11D768A1600B27FB2FED8DE0C2C29A5A6E02BFEFF5,sources/P0435.pdf,PDF,ECBF8DC78C51E589D7C5CABA1BB5B6557D45C936D6B0731DD055040DFA994E61,3260776,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
162,PRIMARY,P0406,RGAA447F4B312AD3C0,CW148E5CE355D1C48BAE4A,Cold-Start Data Selection for Better Few-shot Language Model Fine-tuning: A Prompt-based Uncertainty Propagation Approach,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,831A75A89BBDD265FF7A9FAAE337EA484D30286AF0B742D821BCEC7DF8388AD5,sources/P0406.pdf,PDF,1BA69E40FCD78F542C092BAE8E60FBD712FE32071DB2FC28A48D6BB004A17E03,1207384,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
163,PRIMARY,P0203,RG2EBC89E1ECA87F6D,CW95E07773D1DF090A48FA,Selective Experience Replay for Lifelong Learning,RQ6,RQ1;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,85743DADCD67B487FB7298E623496952EA12C49B249E76A644A067FF1595FEA3,sources/P0203.pdf,PDF,FAE579105B7C4614D5FAF8EA9657EEAFAE5F10F1496A23105EF0CB59B0B6D753,1691149,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
164,PRIMARY,P0333,RGAACBB453A3A5AD58,CW0F537BA127F3FE7841A8,CurricularFace: Adaptive Curriculum Learning Loss for Deep Face Recognition,RQ6,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,85A943213F0D2BE1BBF3EE28267E74F745A7360F4C8C0A268DB08ECC38170940,sources/P0333.pdf,PDF,1112820C48680E728C5D215FEF4D6F13A29156D3D1411A0E7522FFA40D205D98,2646136,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
165,PRIMARY,P0348,RG6D524C9306BAED95,CW73982D015AB40FEE5E6B,Learning from Long-Tailed Noisy Data with Sample Selection and Balanced Loss,RQ4,RQ1;RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8782866555E19C24FF1E5810562A23F8C27DC9014EAD7CFFF3793928020F9EAD,sources/P0348.pdf,PDF,1A2E018AD69D41F13551F2AE1AFE2D478C85DA159B66A08355E51C8D959D1327,625319,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
166,PRIMARY,P0269,RG1FCBA1C8BB92814A,CWABBC1F767CAEC84364D5,TEAL: New Selection Strategy for Small Buffers in Experience Replay Class Incremental Learning,RQ6,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,882C5D79BDF342A392E22FC23250CFFB6555C7E6464869FD2E48DCE8D03D4C1F,sources/P0269.pdf,PDF,6E0BA551389417BE08340D79A6C50BD828E6C7B3A05B948837C4CB5890D702AC,1988739,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
167,PRIMARY,P0163,RGAB7127145C2EF6CD,CW3948CDEABB81F40BC7C0,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,RQ4,RQ1;RQ3;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,89341C5AA39281CE8957419012CA30C0C52CC52F5FD532101759E93EA44413CB,sources/P0163.pdf,PDF,A734F362C482ABDD200DF607C0E3B67D6CDD4283F904B53F0448097C77BA02D4,3299795,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
168,PRIMARY,P0128,RGDFFB17E0E6BB85BC,CW96ACD7204EBB59646E35,Self-Paced Learning for Latent Variable Models,RQ8,RQ1;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,8B99ADAF7FCBC9879ED84FD7852254AA316370515B1356D9B5D2AACC76A32E74,sources/P0128.pdf,PDF,F83C722B325797164858AFF3DFC21616D8365EC23D29A33E342D77FCFF495A54,622322,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
169,PRIMARY,P0376,RGA6C2960778DCEDE2,CW0C72B17B4D53D2282B33,Estimating Training Data Influence by Tracking Gradient Descent,RQ2,RQ3;RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,8BDFB1E3631AB75D3ACF3A2488C119E357230CD499E812987C7A717BB53828E6,sources/P0376.pdf,PDF,FCA22D32F8F9337C623E5F6B6922BF51938E4625A9E52C34CE2732FDDA225DE2,6742272,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
170,PRIMARY,P0436,RG870C4700F1ABF444,CW320AF708426DA0B05E16,HYperbolic Self-Paced Learning for Self-Supervised Skeleton-based Action Representations,RQ4,RQ1;RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8C5350C1EB0479B9632225AB18BDC9F2690893F2F954421DCA6901826568881C,sources/P0436.pdf,PDF,7933629028DFDC08BDE9E3C23A16871DF839C8D06B5F814E7348856521375143,1761847,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
171,PRIMARY,P0148,RG3A7602D6B87707B9,CWDBCB83413AE39433DC98,CLIPCleaner: Cleaning Noisy Labels with CLIP,RQ7,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,8CC18F2B40E2E5D21371C37CA94B1F16E89D9A9712ABD8EA249473F05554D02B,sources/P0148.pdf,PDF,82699E612C6ACE39870ACF635A3303B9E9F86D9801BE74AB896C03020272DEF0,2468336,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
172,PRIMARY,P0310,RG1DD2D2AB5E784128,CW6695E68033A1A0ABCF80,Evolution-aware VAriance (EVA) Coreset Selection for Medical Image Classification,RQ1,RQ2;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8D70430033AB843F6F2836ECC44CBB93A81215E646ABE64B8F6C111841587CF6,sources/P0310.pdf,PDF,43B09D37A722AB5369FC262691AAAFCE92B75796BCF7F4E6A8CE03C6660B50DC,2569446,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
173,PRIMARY,P0053,RG920B3FFAD275A3BA,CW4A420F65D789D09FAF18,Error Sensitivity Modulation based Experience Replay: Mitigating Abrupt Representation Drift in Continual Learning,RQ6,RQ1;RQ2;RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,8E2B410CFD9358972A27225A69A8F5ADCC051773EEE2F7FAB5FC5FB4721EF144,sources/P0053.pdf,PDF,9686629ECAACA5EAF8FFC0C652ED8079CA9D3C1BF4D0C6FB966F0CA590847D6F,616925,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
174,PRIMARY,P0132,RGE2217F5FC7A86FF6,CWB568925BD9CDB2F84CDB,Rethinking Experience Replay: a Bag of Tricks for Continual Learning,RQ5,RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,8F04A8D02755AE32A9F8BD87A58B83E21B4D930BAB4BD83829AAA0183A06A4DC,sources/P0132.pdf,PDF,95DE576AD60328631D44AA26F72AA158064C1E50644368CBB607EC4D3CDB5632,1870738,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
175,PRIMARY,P0051,RG23DF024E49773E64,CW8A5F6E2BA4431C0EF008,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,RQ6,RQ1;RQ3;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9090F01D619FC5D252C5FAA4D4E6F6F3823EE5CB4074878DEC587F21A6A7CCA6,sources/P0051.pdf,PDF,52CCD00DB9526D921553DA6510F6F01B0F37CA6CC741B8A9918624C667EC2A10,3051316,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
176,PRIMARY,P0356,RGC1E44488AAA2CD68,CWA13763A1E549FA7DE6FC,Neyman-Pearson Multi-class Classification via Cost-sensitive Learning,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,90D86667FFCE73BD30DF6D8D679CE9E26265E4F5E7FE548FD00DB027F2DF08CD,sources/P0356.pdf,PDF,FE5FF9008A1C72D339BF5D38BF45F2906C7FBCCEE2EED9EDB455BE27E4E59C5C,2294965,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
177,PRIMARY,P0371,RGF7DADDC419CAC4B3,CW873DA6584A48FA664017,Selectivity Drives Efficiency: Dataset Pruning for Visual Place Recognition,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,92C8BF35A3B4173289AFBB953A31766233EC347418E530F968ECB6CE62AB46F3,sources/P0371.pdf,PDF,1D3A39CC5DEC4802A78DA0696DE255908A202C53B6875F97E5E156B549B2382F,3119361,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
178,PRIMARY,P0109,RG0A720D1044C91A86,CWC1E53EDE08BE9F858311,Coreset Selection for Object Detection,RQ5,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,933476A059262595D37FDF678E7647067E48C2E26FC2587264E9E72E9B9F84BF,sources/P0109.pdf,PDF,B83D97E675E6EA51145327183DD32F3C0F5A314C4A6FCD3306F86FF481A5210E,1123964,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
179,PRIMARY,P0110,RGB6D371B9EDD8E67A,CW0EB85C2570A442F0DDDC,NLU on Data Diets: Dynamic Data Subset Selection for NLP Classification Tasks,RQ8,RQ1;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,950693518F54AE47E85E9EF5A7B922D2F09A90CF9D3D697788E50A2B9B1E0E7B,sources/P0110.pdf,PDF,8304CD21440159309636421640754C5CF77C239734B9CF2495AE2758CC2C0519,3326875,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
180,PRIMARY,P0331,RGD850F26F2CCD3E44,CW8C4501EE38AAC4C4BEFC,The Impact of Coreset Selection on Spurious Correlations and Group Robustness,RQ1,RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,962B51C17674F10F6E7267E5CA8DD614C31A07DEC6146328AD2B7FEB36949CB8,sources/P0331.pdf,PDF,B6CA15CC4FFCF62ADB9E39AFCB4C9529B1CB83E04ED121BD7975A0572ADCC3BA,661239,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
181,PRIMARY,P0247,RGDFBBBD91D34DDA12,CW51CDAF6C2043D7F4F724,Coordinated Replay Sample Selection for Continual Federated Learning,RQ6,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,96775C276BEF3CDB131354DEBB4202653FD7D3458B0737D67DDEF11D0F62F98D,sources/P0247.pdf,PDF,292006D598E852693010ED5339FB83EFBD389BAE0E066B6703DCC879DBB97DF0,995251,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
182,PRIMARY,P0466,RG5D15B06C823481A6,CW47AC388F843BE90CFD7F,Learn like a Pathologist: Curriculum Learning by Annotator Agreement for Histopathology Image Classification,RQ4,RQ1;RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9694BD7212792D9ACCBFF436813978B28B9C6A0DFACC10DEBFDD9E7BEF5B15D2,sources/P0466.pdf,PDF,94AD5EE0FBE28A95391CA4F2BD4A447B03A42B4ED188D35BF0197290DB2E49E3,11047720,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
183,PRIMARY,P0219,RGD6781418B2FFEBC8,CWED9C6DBFCB133FF800D1,Curriculum Learning Strategies for IR: An Empirical Study on\n Conversation Response Ranking,RQ6,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,971BF7EB80F2B516DE9B129B0B02F558BFC25D1811A81F6F0D15DBBA34417051,sources/P0219.pdf,PDF,43C92E0BE77A3048459893199339828A2718C11B810C308362B46B61A809520D,578045,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
184,PRIMARY,P0340,RG39BB360A5A6B0B90,CW42ECF7815D120FEB9AA3,On Curriculum Learning for Commonsense Reasoning,RQ6,RQ1;RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,97E64E25F14029BB85AC698549DFF00F200884E915C0AB756158AC0EE85CBE79,sources/P0340.pdf,PDF,491D876E1B0FE1639CE8A7208E6D9C2137BAA12A7867720DC743ACDC9ABCBFBB,924372,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
185,PRIMARY,P0115,RG83304EBD265BBE64,CWE70ECA38575FAF752F3A,Unlabeled data selection for active learning in image classification,RQ7,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9803DB77FA10296E19B03F9E307D693FC8CBC59C55662810361EB2C9CB9475FB,sources/P0115.pdf,PDF,61912506636095E8CD58FAD29E1863FB5E4B9B6307629D49AE9CD1BE6584C43D,1856946,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
186,PRIMARY,P0160,RG19FB518F86EA562E,CWAC464FABE3E400F01EE7,”Diversity and Uncertainty in Moderation” are the Key to Data Selection for Multilingual Few-shot Transfer,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9989905518AE13BC80ABA9007C3004CC7212D84D5C999291D8E4B2B7DBB4AB8A,sources/P0160.pdf,PDF,C3ADE648F187A871B29829C43B87D7A711109C4EB2D5776EF6D2BB776F47D2E1,497440,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
187,PRIMARY,P0289,RG29D54F85D4B58951,CWF00BEF81ABA19F42C938,Separating hard clean samples from noisy samples with samples’ learning risk for DNN when learning with noisy labels,RQ1,RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,99D768BA368A456D4DA971D4794361BE16937843D196456F9E1730B1A6FCD245,sources/P0289.pdf,PDF,664ABA92B70B7DC6D78E4B9ADF026AE6AA4592D526D708E9BA6F7D559815254B,1213339,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
188,PRIMARY,P0033,RGF707A7ABC6C8A675,CW33B905ECEF24BD53DFB0,Luck Matters: Understanding Training Dynamics of Deep ReLU Networks,RQ8,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,9B7D94F1407F0F65D4934D2222DCA8B419359F52A80BAB6577AD2FB8D8A04214,sources/P0033.pdf,PDF,518433E1A26CAF18F9D4A8EEEB30310C2523DBDE09D6ACF48C697A5B780482CE,7745562,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
189,PRIMARY,P0416,RG817B8FB3AA280CF0,CW7050AC1610E90766DCB2,Anti-Backdoor Coreset Selection via Cumulative Entropy,RQ1,RQ2;RQ3;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9E68D9BCD5D926BE0479F84F63BBC0030A4506557DF6DC6BED033CFAC25CE4A9,sources/P0416.pdf,PDF,14612063CA60B39CC22B0EDFFD44AA61D0C4EF8DEC9B087BC7A67170A6422D92,2619486,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
